Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
perkASShovelsRank95Desc,progression,Perk,New,"47.5% bonus block damage, 47.5% higher harvest count, 23.8% less stamina usage, 14.3% higher player experience, 9.5% faster attacks.",,,,,
perkASShovelsRank100Desc,progression,Perk,New,"50% bonus block damage, 50% higher harvest count, 25% less stamina usage, 15% higher player experience, 10% faster attacks.",,,,,

perkASWrenchingName,progression,Perk,New,Action Skills: Wrenching,,,,,
perkASWrenchingDesc,progression,Perk,New,"Using any wrench, ratchet or impact driver will grant you experience in this skill which will level up over time.  Higher levels will grant higher block damage, higher harvest counts, less stamina usage, higher player experience gain and faster attack speeds.",,,,,
perkASWrenchingRank1Desc,progression,Perk,New,"1% bonus block damage, 1% higher harvest count, 1% less stamina usage, 1% higher player experience, 1% faster attacks.",,,,,
perkASWrenchingRank5Desc,progression,Perk,New,"3% bonus block damage, 3% higher harvest count, 2% less stamina usage, 1.6% higher player experience, 1.4% faster attacks.",,,,,
perkASWrenchingRank10Desc,progression,Perk,New,"5.5% bonus block damage, 5.5% higher harvest count, 3.2% less stamina usage, 2.3% higher player experience, 1.8% faster attacks.",,,,,
perkASWrenchingRank15Desc,progression,Perk,New,"7.9% bonus block damage, 7.9% higher harvest count, 4.4% less stamina usage, 3% higher player experience, 2.3% faster attacks.",,,,,
perkASWrenchingRank20Desc,progression,Perk,New,"10.4% bonus block damage, 10.4% higher harvest count, 5.6% less stamina usage, 3.7% higher player experience, 2.7% faster attacks.",,,,,
perkASWrenchingRank25Desc,progression,Perk,New,"12.9% bonus block damage, 12.9% higher harvest count, 6.8% less stamina usage, 4.4% higher player experience, 3.2% faster attacks.",,,,,
perkASWrenchingRank30Desc,progression,Perk,New,"15.4% bonus block damage, 15.4% higher harvest count, 8% less stamina usage, 5.1% higher player experience, 3.6% faster attacks.",,,,,
perkASWrenchingRank35Desc,progression,Perk,New,"17.8% bonus block damage, 17.8% higher harvest count, 9.2% less stamina usage, 5.8% higher player experience, 4.1% faster attacks.",,,,,
perkASWrenchingRank40Desc,progression,Perk,New,"20.3% bonus block damage, 20.3% higher harvest count, 10.5% less stamina usage, 6.5% higher player experience, 4.5% faster attacks.",,,,,
perkASWrenchingRank45Desc,progression,Perk,New,"22.8% bonus block damage, 22.8% higher harvest count, 11.7% less stamina usage, 7.2% higher player experience, 5% faster attacks.",,,,,
perkASWrenchingRank50Desc,progression,Perk,New,"25.3% bonus block damage, 25.3% higher harvest count, 12.9% less stamina usage, 7.9% higher player experience, 5.5% faster attacks.",,,,,
perkASWrenchingRank55Desc,progression,Perk,New,"27.7% bonus block damage, 27.7% higher harvest count, 14.1% less stamina usage, 8.6% higher player experience, 5.9% faster attacks.",,,,,
perkASWrenchingRank60Desc,progression,Perk,New,"30.2% bonus block damage, 30.2% higher harvest count, 15.3% less stamina usage, 9.3% higher player experience, 6.4% faster attacks.",,,,,
perkASWrenchingRank65Desc,progression,Perk,New,"32.7% bonus block damage, 32.7% higher harvest count, 16.5% less stamina usage, 10.1% higher player experience, 6.8% faster attacks.",,,,,
perkASWrenchingRank70Desc,progression,Perk,New,"35.2% bonus block damage, 35.2% higher harvest count, 17.7% less stamina usage, 10.8% higher player experience, 7.3% faster attacks.",,,,,
perkASWrenchingRank75Desc,progression,Perk,New,"37.6% bonus block damage, 37.6% higher harvest count, 18.9% less stamina usage, 11.5% higher player experience, 7.7% faster attacks.",,,,,
perkASWrenchingRank80Desc,progression,Perk,New,"40.1% bonus block damage, 40.1% higher harvest count, 20.2% less stamina usage, 12.2% higher player experience, 8.2% faster attacks.",,,,,
perkASWrenchingRank85Desc,progression,Perk,New,"42.6% bonus block damage, 42.6% higher harvest count, 21.4% less stamina usage, 12.9% higher player experience, 8.6% faster attacks.",,,,,
perkASWrenchingRank90Desc,progression,Perk,New,"45.1% bonus block damage, 45.1% higher harvest count, 22.6% less stamina usage, 13.6% higher player experience, 9.1% faster attacks.",,,,,
perkASWrenchingRank95Desc,progression,Perk,New,"47.5% bonus block damage, 47.5% higher harvest count, 23.8% less stamina usage, 14.3% higher player experience, 9.5% faster attacks.",,,,,
perkASWrenchingRank100Desc,progression,Perk,New,"50% bonus block damage, 50% higher harvest count, 25% less stamina usage, 15% higher player experience, 10% faster attacks.",,,,,

perkASPowerToolsName,progression,Perk,New,Action Skills: Power Tools,,,,,
perkASPowerToolsDesc,progression,Perk,New,"Using power tools such as augers and chainsaws will grant you experience in this skill which will level up over time.  Higher levels will grant higher block damage, higher harvest counts, higher player experience gain, faster tool firing, better tool handling and faster reloading.",,,,,
perkASPowerToolsRank1Desc,progression,Perk,New,"1% bonus block damage, 1% higher harvest count, 1% higher player experience, 1% faster tool firing, 1% better tool handling, 1% faster reloading.",,,,,
perkASPowerToolsRank5Desc,progression,Perk,New,"3% bonus block damage, 3% higher harvest count, 1.6% higher player experience, 1.4% faster tool firing, 1.4% better tool handling, 1.8% faster reloading.",,,,,
perkASPowerToolsRank10Desc,progression,Perk,New,"5.5% bonus block damage, 5.5% higher harvest count, 2.3% higher player experience, 1.8% faster tool firing, 1.8% better tool handling, 2.7% faster reloading.",,,,,
perkASPowerToolsRank15Desc,progression,Perk,New,"7.9% bonus block damage, 7.9% higher harvest count, 3% higher player experience, 2.3% faster tool firing, 2.3% better tool handling, 3.7% faster reloading.",,,,,
perkASPowerToolsRank20Desc,progression,Perk,New,"10.4% bonus block damage, 10.4% higher harvest count, 3.7% higher player experience, 2.7% faster tool firing, 2.7% better tool handling, 4.6% faster reloading.",,,,,
perkASPowerToolsRank25Desc,progression,Perk,New,"12.9% bonus block damage, 12.9% higher harvest count, 4.4% higher player experience, 3.2% faster tool firing, 3.2% better tool handling, 5.6% faster reloading.",,,,,
perkASPowerToolsRank30Desc,progression,Perk,New,"15.4% bonus block damage, 15.4% higher harvest count, 5.1% higher player experience, 3.6% faster tool firing, 3.6% better tool handling, 6.6% faster reloading.",,,,,
perkASPowerToolsRank35Desc,progression,Perk,New,"17.8% bonus block damage, 17.8% higher harvest count, 5.8% higher player experience, 4.1% faster tool firing, 4.1% better tool handling, 7.5% faster reloading.",,,,,
perkASPowerToolsRank40Desc,progression,Perk,New,"20.3% bonus block damage, 20.3% higher harvest count, 6.5% higher player experience, 4.5% faster tool firing, 4.5% better tool handling, 8.5% faster reloading.",,,,,
perkASPowerToolsRank45Desc,progression,Perk,New,"22.8% bonus block damage, 22.8% higher harvest count, 7.2% higher player experience, 5.0% faster tool firing, 5.0% better tool handling, 9.4% faster reloading.",,,,,
perkASPowerToolsRank50Desc,progression,Perk,New,"25.3% bonus block damage, 25.3% higher harvest count, 7.9% higher player experience, 5.5% faster tool firing, 5.5% better tool handling, 10.4% faster reloading.",,,,,
perkASPowerToolsRank55Desc,progression,Perk,New,"27.7% bonus block damage, 27.7% higher harvest count, 8.6% higher player experience, 5.9% faster tool firing, 5.9% better tool handling, 11.4% faster reloading.",,,,,
perkASPowerToolsRank60Desc,progression,Perk,New,"30.2% bonus block damage, 30.2% higher harvest count, 9.3% higher player experience, 6.4% faster tool firing, 6.4% better tool handling, 12.3% faster reloading.",,,,,
perkASPowerToolsRank65Desc,progression,Perk,New,"32.7% bonus block damage, 32.7% higher harvest count, 10.1% higher player experience, 6.8% faster tool firing, 6.8% better tool handling, 13.3% faster reloading.",,,,,
perkASPowerToolsRank70Desc,progression,Perk,New,"35.2% bonus block damage, 35.2% higher harvest count, 10.8% higher player experience, 7.3% faster tool firing, 7.3% better tool handling, 14.2% faster reloading.",,,,,
perkASPowerToolsRank75Desc,progression,Perk,New,"37.6% bonus block damage, 37.6% higher harvest count, 11.5% higher player experience, 7.7% faster tool firing, 7.7% better tool handling, 15.2% faster reloading.",,,,,
perkASPowerToolsRank80Desc,progression,Perk,New,"40.1% bonus block damage, 40.1% higher harvest count, 12.2% higher player experience, 8.2% faster tool firing, 8.2% better tool handling, 16.2% faster reloading.",,,,,
perkASPowerToolsRank85Desc,progression,Perk,New,"42.6% bonus block damage, 42.6% higher harvest count, 12.9% higher player experience, 8.6% faster tool firing, 8.6% better tool handling, 17.1% faster reloading.",,,,,
perkASPowerToolsRank90Desc,progression,Perk,New,"45.1% bonus block damage, 45.1% higher harvest count, 13.6% higher player experience, 9.1% faster tool firing, 9.1% better tool handling, 18.1% faster reloading.",,,,,
perkASPowerToolsRank95Desc,progression,Perk,New,"47.5% bonus block damage, 47.5% higher harvest count, 14.3% higher player experience, 9.5% faster tool firing, 9.5% better tool handling, 19.0% faster reloading.",,,,,
perkASPowerToolsRank100Desc,progression,Perk,New,"50% bonus block damage, 50% higher harvest count, 15% higher player experience, 10% faster tool firing, 10% better tool handling, 20% faster reloading.",,,,,

perkASConstructionName,progression,Perk,New,Action Skills: Construction,,,,,
perkASConstructionDesc,progression,Perk,New,"Using upgrading tools such as claw hammers, nailguns, etc will grant you experience in this skill which will level up over time.  Higher levels will grant higher block damage, less stamina usage, higher player experience gain, faster tool usage and farther reach.",,,,,
perkASConstructionRank1Desc,progression,Perk,New,"1% bonus block damage, 1% less stamina usage, 1% higher player experience, 1% faster tool usage.",,,,,
perkASConstructionRank5Desc,progression,Perk,New,"3% bonus block damage, 2% less stamina usage, 1.6% higher player experience, 1.4% faster tool usage.",,,,,
perkASConstructionRank10Desc,progression,Perk,New,"5.5% bonus block damage, 3.2% less stamina usage, 2.3% higher player experience, 1.8% faster tool usage.",,,,,
perkASConstructionRank15Desc,progression,Perk,New,"7.9% bonus block damage, 4.4% less stamina usage, 3% higher player experience, 2.3% faster tool usage.",,,,,
perkASConstructionRank20Desc,progression,Perk,New,"10.4% bonus block damage, 5.6% less stamina usage, 3.7% higher player experience, 2.7% faster tool usage.",,,,,
perkASConstructionRank25Desc,progression,Perk,New,"12.9% bonus block damage, 6.8% less stamina usage, 4.4% higher player experience, 3.2% faster tool usage.",,,,,
perkASConstructionRank30Desc,progression,Perk,New,"15.4% bonus block damage, 8.0% less stamina usage, 5.1% higher player experience, 3.6% faster tool usage.",,,,,
perkASConstructionRank35Desc,progression,Perk,New,"17.8% bonus block damage, 9.2% less stamina usage, 5.8% higher player experience, 4.1% faster tool usage.",,,,,
perkASConstructionRank40Desc,progression,Perk,New,"20.3% bonus block damage, 10.5% less stamina usage, 6.5% higher player experience, 4.5% faster tool usage.",,,,,
perkASConstructionRank45Desc,progression,Perk,New,"22.8% bonus block damage, 11.7% less stamina usage, 7.2% higher player experience, 5.0% faster tool usage.",,,,,
perkASConstructionRank50Desc,progression,Perk,New,"25.3% bonus block damage, 12.9% less stamina usage, 7.9% higher player experience, 5.5% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank55Desc,progression,Perk,New,"27.7% bonus block damage, 14.1% less stamina usage, 8.6% higher player experience, 5.9% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank60Desc,progression,Perk,New,"30.2% bonus block damage, 15.3% less stamina usage, 9.3% higher player experience, 6.4% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank65Desc,progression,Perk,New,"32.7% bonus block damage, 16.5% less stamina usage, 10.1% higher player experience, 6.8% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank70Desc,progression,Perk,New,"35.2% bonus block damage, 17.7% less stamina usage, 10.8% higher player experience, 7.3% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank75Desc,progression,Perk,New,"37.6% bonus block damage, 18.9% less stamina usage, 11.5% higher player experience, 7.7% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank80Desc,progression,Perk,New,"40.1% bonus block damage, 20.2% less stamina usage, 12.2% higher player experience, 8.2% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank85Desc,progression,Perk,New,"42.6% bonus block damage, 21.4% less stamina usage, 12.9% higher player experience, 8.6% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank90Desc,progression,Perk,New,"45.1% bonus block damage, 22.6% less stamina usage, 13.6% higher player experience, 9.1% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank95Desc,progression,Perk,New,"47.5% bonus block damage, 23.8% less stamina usage, 14.3% higher player experience, 9.5% faster tool usage, 1 block farther reach.",,,,,
perkASConstructionRank100Desc,progression,Perk,New,"50% bonus block damage, 25% less stamina usage, 15% higher player experience, 10% faster tool usage, 2 block farther reach.",,,,,

perkASPistolsName,progression,Perk,New,Action Skills: Handguns,,,,,
perkASPistolsDesc,progression,Perk,New,"Using any handgun will grant you experience in this skill which will level up over time.  Higher levels will grant higher entity damage, faster reloading, less spread, less weapon kick, better weapon handling and more player experience gain.",,,,,
perkASPistolsRank1Desc,progression,Perk,New,"1% bonus entity damage, 1% faster reloading, 1% less spread, 1% less weapon kick, 1% better weapon handling and 1% bonus player experience.",,,,,
perkASPistolsRank5Desc,progression,Perk,New,"3% bonus entity damage, 3% faster reloading, 2% less spread, 2% less weapon kick, 3% better weapon handling and 1.6% bonus player experience.",,,,,
perkASPistolsRank10Desc,progression,Perk,New,"5.5% bonus entity damage, 5.5% faster reloading, 3.2% less spread, 3.2% less weapon kick, 5.5% better weapon handling and 2.3% bonus player experience.",,,,,
